

"Back - Day 4"
"2023-02-21 5:46 pm",1:04 hr
"Day 4 · Week 2 · Second Plan"
"1. Pull-Ups with Wide Overhand Grip Bodyweight"
"10 reps"
#,LBS,REPS
1,0,10
2,0,3
"2. Lat Pulldowns with Wide Overhand Grip Cable","25 x 20
40 x 15
55 x 10"
"10 reps"
#,LBS,REPS
1,85,15
2,100,8
3,100,6
"3. Lat Pulldowns with Close Neutral Grip Cable","1 dropset"
"10 reps"
#,LBS,REPS
"4. Pullovers with Rope Cable","7.5 x 10
12.5 x 10"
"10 reps"
#,LBS,REPS
1,22.5,15
2,27.5,12
"5. Rows with Close Grip Cable"
"10 reps"
#,LBS,REPS
1,30,15
2,40,12


"Chest - Day 1"
"2023-02-20 2:26 pm",1:44 hr
"Day 1 · Week 2 · Second Plan"
"1. Flys Cable","10 x 15
10 × 13
10 × 12"
"10 reps"
#,LBS,REPS
1,20,15
2,25,13
3,30,12
"2. Incline Bench Press Smith machine","10 x 16
10 x 15
20 x 10"
"10 reps"
#,LBS,REPS
1,20,15
2,30,15
3,40,12
"3. Bench Press Barbell"
"10 reps"
#,LBS,REPS
1,30,15


"Day 3"
"2023-02-09 8:31 am",36 min
"Day 3 · Week 1 · Second Plan"
"1. Twist Curls with Rope Cable","Superset 1"
"10 reps"
#,LBS,REPS
1,22,20
2,35,20
"2. Curls Dumbbells","Superset 2"
"10 reps"
#,LBS,REPS
1,30,8
2,15,10
"3. Drag Curls Barbell"
"10 reps"
#,LBS,REPS
1,35,15
2,35,12
3,35,10
"4. Bench Press with Close Grip Barbell","Superset 1"
"10 reps"
#,LBS,REPS
1,20,17
2,40,15
"5. Skull Crushers EZ bar","Superset 2"
"10 reps"
#,LBS,REPS
1,20,15
"6. Tricep Kickbacks Dumbbells","Superset 1"
"5 reps"
#,LBS,REPS
"7. Tricep Pushdowns with Rope Cable","Superset 2"
"10 reps"
#,LBS,REPS
1,27.5,15
2,30,10


"Abs (extra)"
"2023-02-08 8:44 pm",11 min
"Day 5 · Week 1 · Second Plan"
"1. Reverse Crunches Bodyweight"
"10 reps"
#,REPS
1,20
2,20
3,20
"2. Elbow to Knee Tuck Bodyweight","10 each side"
"10 reps"
#,LBS,REPS
1,0,10
2,0,10
3,0,10


"Day 2"
"2023-02-07 8:24 am",38 min
"Day 2 · Week 1 · Second Plan"
"1. Face Pulls with Rope Cable"
"10 reps"
#,LBS,REPS
1,16.5,15
2,22,15
3,27.5,10
4,11,13
"2. Seated Shoulder Press with Close Grip Dumbbells"
"10 reps"
#,LBS,REPS
1,20,20
2,25,15
3,25,7
4,30,14
"3. Seated Shoulder Press Barbell"
"10 reps"
#,LBS,REPS
"4. Lean Away Lateral Raises Cable","warm up 5 x 7"
"10 reps"
#,LBS,REPS
1,5,8
2,5,6
"5. Front Raises Cable"
"10 reps"
#,LBS,REPS
1,15,10
2,15,7


"Chest - Day 1"
"2023-02-06 8:22 am",31 min
"Day 1 · Week 1 · Second Plan"
"1. Flys Cable"
"10 reps"
#,LBS,REPS
1,20,20
2,25,10
3,7,10
"2. Incline Bench Press Smith machine"
"10 reps"
#,LBS,REPS
1,10,15
2,15,11
3,20,10
"3. Bench Press Barbell","20 warmup sets"
"10 reps"
#,LBS,REPS
1,10,15
2,20,10


"Back - Day 4"
"2023-02-02 8:31 am",51 min
"Day 4 · Week 1 · Second Plan"
"1. Pull-Ups with Wide Overhand Grip Bodyweight"
"10 reps"
#,LBS,REPS
1,0,10
2,0,10
"2. Lat Pulldowns with Wide Overhand Grip Cable","last drop starting from 66"
"10 reps"
#,LBS,REPS
1,88,15
2,99,11
3,66,10
"3. Lat Pulldowns with Close Neutral Grip Cable","1 dropset"
"10 reps"
#,LBS,REPS
1,77,10
2,77,10
"4. Pullovers with Rope Cable","drop set starting from 25"
"10 reps"
#,LBS,REPS
1,25,14
2,25,12
"5. Rows with Close Grip Cable"
"10 reps"
#,LBS,REPS
1,44,15
2,66,10


"Day 2"
"2023-01-31 8:22 am",1:14 hr
"Day 2 · Week 4 · New plan"
"1. Face Pulls with Rope Cable"
"10 reps"
#,LBS,REPS
1,20,15
2,10,15
3,33,10
"2. Seated Shoulder Press with Close Grip Dumbbells"
"10 reps"
#,LBS,REPS
1,20,20
2,30,10
3,30,12
"3. Seated Shoulder Press Barbell"
"10 reps"
#,LBS,REPS
1,10,15
2,15,8
3,10,7
"4. Lean Away Lateral Raises Cable"
"10 reps"
#,LBS,REPS
1,5,7
2,5,7
"5. Front Raises Cable"
"10 reps"
#,LBS,REPS


"Back - Day 4"
"2023-01-27 8:26 am",1:07 hr
"Day 4 · Week 4 · New plan"
