"1. Pull-Ups with Wide Overhand Grip Bodyweight","second set did with pause"
"10 reps"
#,LBS,REPS
1,0,10
2,0,10
"2. Lat Pulldowns with Wide Overhand Grip Cable","2nd rep with pause at 9"
"10 reps"
#,LBS,REPS
1,77,20
2,99,12
3,66,15
"3. Lat Pulldowns with Close Neutral Grip Cable"
"10 reps"
#,LBS,REPS
"4. Pullovers with Rope Cable"
"10 reps"
#,LBS,REPS
1,20,15
2,30,10
"5. Rows with Close Grip Cable"
"10 reps"
#,LBS,REPS
1,33,30
2,44,30


"Chest - Day 1"
"2023-01-25 8:11 am",49 min
"Day 1 · Week 4 · New plan"
"1. Flys Cable","Used machine
anchor: 3"
"10 reps"
#,LBS,REPS
1,50,20
2,70,20
3,90,15
"2. Incline Bench Press Smith machine"
"10 reps"
#,LBS,REPS
1,10,15
2,15,14
3,20,10
"3. Bench Press Dumbbells"
"10 reps"
#,LBS,REPS
1,20,20
2,25,10
"4. Bench Press Barbell"
"10 reps"
#,LBS,REPS
1,40,20
2,60,12
3,10,8


"Day 3"
"2023-01-20 8:17 am",47 min
"Day 3 · Week 4 · New plan"
"1. Twist Curls with Rope Cable","Superset 1"
"10 reps"
#,LBS,REPS
1,22,20
2,27.5,20
"2. Curls Dumbbells","Superset 2"
"10 reps"
#,LBS,REPS
1,15,10
2,15,6
"3. Preacher Curls EZ bar"
"10 reps"
#,LBS,REPS
1,20,15
2,20,10
3,20,8
"4. Bench Press with Close Grip Barbell","Superset 1"
"10 reps"
#,LBS,REPS
1,20,17
2,40,10
"5. Skull Crushers EZ bar","Superset 2"
"10 reps"
#,LBS,REPS
1,20,15
2,20,12
"6. Tricep Kickbacks Dumbbells","Superset 1"
"5 reps"
#,LBS,REPS
1,10,10
2,5,10
"7. Tricep Pushdowns with Rope Cable","Superset 2"
"10 reps"
#,LBS,REPS
1,27.5,15
2,30,5


"Day 2"
"2023-01-19 8:32 am",35 min
"Day 2 · Week 3 · New plan"
"1. Face Pulls with Rope Cable"
"10 reps"
#,LBS,REPS
1,10,15
2,10,15
3,10,10
"2. Seated Shoulder Press Barbell"
"10 reps"
#,LBS,REPS
1,5,25
2,8,10
3,8,10
"3. Seated Shoulder Press with Close Grip Dumbbells"
"10 reps"
#,LBS,REPS
"4. Lean Away Lateral Raises Cable"
"10 reps"
#,LBS,REPS
"5. Front Raises Cable"
"10 reps"
#,LBS,REPS


"Back - Day 4"
"2023-01-18 8:23 am",42 min
"Day 4 · Week 3 · New plan"
"1. Pull-Ups with Wide Overhand Grip Bodyweight","Superset 1"
"10 reps"
#,LBS,REPS
1,0,8
2,0,7
"2. Pull-Ups with Close Neutral Grip Bodyweight","Superset 2"
"10 reps"
#,LBS,REPS
1,0,5
2,0,4
"3. Lat Pulldowns with Wide Overhand Grip Cable"
"10 reps"
#,LBS,REPS
1,77,15
2,99,10
3,66,15
"4. Lat Pulldowns with Close Neutral Grip Cable"
"10 reps"
#,LBS,REPS
1,44,15
2,66,12
3,88,8
"5. Pullovers with Rope Cable"
"10 reps"
#,LBS,REPS
1,27.5,10
2,38,8
3,22,10
"6. Rows with Close Grip Cable"
"10 reps"
#,LBS,REPS
1,33,20
2,55,10
3,55,15


"Chest - Day 1"
"2023-01-17 8:16 am",48 min
"Day 1 · Week 3 · New plan"
"1. Flys Cable"
"10 reps"
#,LBS,REPS
1,20,13
2,20,12
3,25,8
"2. Incline Bench Press Smith machine"
"10 reps"
#,LBS,REPS
1,0,15
2,25,10
3,25,7
"3. Bench Press Dumbbells"
"10 reps"
#,LBS,REPS
1,30,14
2,35,11
3,40,5
"4. Bench Press Barbell"
"10 reps"
#,LBS,REPS
1,10,10
2,10,10
3,20,10


"Day 3"
"2023-01-13 8:12 am",1:18 hr
"Day 3 · Week 3 · New plan"
"1. Curls Cable"
"10 reps"
#,LBS,REPS
1,16.5,15
2,22,12
3,27.5,15
"2. Curls Barbell"
"10 reps"
#,LBS,REPS
1,30,15
2,50,12
3,60,8
"3. Hammer Curls Dumbbells"
"10 reps"
#,LBS,REPS
1,20,8
"4. Preacher Curls EZ bar"
"10 reps"
#,LBS,REPS
1,20,15
2,40,15
3,40,10
"5. Bench Press with Close Grip Barbell"
"10 reps"
#,LBS,REPS
1,65,15
2,75,12
"6. Tricep Kickbacks Dumbbells"
"10 reps"
#,LBS,REPS
"7. Tricep Pushdowns with Rope Cable"
"10 reps"
#,LBS,REPS
1,16.5,20
2,27.5,8
3,27.5,7
"8. Skull Crushers EZ bar"
"10 reps"
#,LBS,REPS


"Day 2"
"2023-01-11 8:25 am",29 min
"Day 2 · Week 2 · New plan"
"1. Face Pulls with Rope Cable"
"10 reps"
#,LBS,REPS
1,11,15
2,16.5,13
3,22,10
"2. Seated Shoulder Press Barbell","warm up neck and shoulders first"
"10 reps"
#,LBS,REPS
1,45,15
2,55,15
3,65,10
"3. Seated Shoulder Press with Close Grip Dumbbells"
"10 reps"
#,LBS,REPS
"4. Lean Away Lateral Raises Cable"
"10 reps"
#,LBS,REPS
1,10,8
2,10,11
"5. Front Raises Cable"
"10 reps"
#,LBS,REPS


"Day 1"
"2023-01-10 8:12 am",1:09 hr
"Day 1 · Week 2 · New plan"
"1. Flys Cable"
"10 reps"
#,LBS,REPS
1,15,13
2,15,6
3,20,5
"2. High Cable Flys Cable"
"10 reps"
#,LBS,REPS
1,10,10
2,10,12
3,20,10
"3. Incline Bench Press Smith machine"
"10 reps"
#,LBS,REPS
1,45,15
2,65,15
3,95,15
"4. Bench Press Barbell"
"10 reps"
#,LBS,REPS
1,25,15
2,30,12
3,35,12
"5. Bench Press Dumbbells"
"10 reps"
#,LBS,REPS
1,40,10
2,60,6
3,60,7


"Day 4"
"2023-01-06 8:24 am",39 min
"Day 4 · Week 2 · New plan"
"1. Pull-Ups with Wide Overhand Grip Bodyweight"
"10 reps"
#,LBS,REPS
1,0,8
2,0,8
"2. Pull-Ups with Close Neutral Grip Bodyweight"
"10 reps"
#,LBS,REPS
1,0,10
2,0,5
"3. Lat Pulldowns with Wide Overhand Grip Cable"
"10 reps"
#,LBS,REPS
1,77,15
2,99,10
3,99,8
"4. Lat Pulldowns with Close Neutral Grip Cable"
"10 reps"
#,LBS,REPS
1,-,-
2,-,-
3,-,-
"5. Lat Pulldowns with Close Overhand Grip Cable"
"10 reps"
#,LBS,REPS
1,-,-
2,-,-
3,-,-
"6. Pullovers with Rope Cable"
"10 reps"
#,LBS,REPS
1,25,12
2,35,7
3,35,5
"7. Rows with Close Grip Cable"
"10 reps"
#,LBS,REPS
1,44,15
2,55,10
3,77,5
"8. Rows with Reverse Grip Cable"
"10 reps"
#,LBS,REPS
1,-,-
2,-,-
3,-,-
"9. Rows with Wide Grip Cable"
"10 reps"
#,LBS,REPS
1,-,-
2,-,-
3,-,-
"10. Rows with Wide Neutral Grip Cable"
"10 reps"
#,LBS,REPS
1,-,-
2,-,-
3,-,-


"Day 3"
"2023-01-05 8:37 am",33 min
"Day 3 · Week 2 · New plan"
"1. Curls Cable"
"10 reps"
#,LBS,REPS
1,16.5,15
2,22,12
3,27.5,15
"2. Curls Barbell"
"10 reps"
#,LBS,REPS
1,30,15
2,65,10
3,65,8
"3. Hammer Curls Dumbbells"
"10 reps"
#,LBS,REPS
1,25,8
2,25,4
3,25,4
"4. Preacher Curls EZ bar"
"10 reps"
#,LBS,REPS
1,-,-
2,-,-
3,-,-
"5. Bench Press with Close Grip Barbell"
"10 reps"
#,LBS,REPS
1,65,15
2,75,8
3,0,1
"6. Tricep Kickbacks Dumbbells"
"10 reps"
#,LBS,REPS
1,-,-
2,-,-
3,-,-
"7. Tricep Pushdowns with Rope Cable"
"10 reps"
#,LBS,REPS
1,22,20
2,27.5,8
3,27.5,8
"8. Skull Crushers EZ bar"
"10 reps"
#,LBS,REPS
1,-,-
2,-,-
3,-,-


"Day 2"
"2023-01-04 8:13 am",42 min
"Day 2 · Week 1 · New plan"
"1. Face Pulls with Rope Cable"
"10 reps"
#,LBS,REPS
1,11,12
2,16.5,10
3,22,10
"2. Seated Shoulder Press Barbell"
"10 reps"
#,LBS,REPS
1,45,15
2,55,12
3,65,5
"3. Seated Shoulder Press with Close Grip Dumbbells"
"10 reps"
#,LBS,REPS
1,30,10
2,30,12
3,30,8
"4. Lean Away Lateral Raises Cable"
"10 reps"
#,LBS,REPS
1,10,5
2,10,5
3,0,1
"5. Front Raises Cable"
"10 reps"
#,LBS,REPS
1,5,5
2,10,5
3,0,5


"Day 1"
"2023-01-03 8:11 am",44 min
"Day 1 · Week 1 · New plan"
"1. Flys Cable"
"10 reps"
#,LBS,REPS
1,15,10
2,15,10
3,20,10
"2. High Cable Flys Cable"
"10 reps"
#,LBS,REPS
1,10,10
2,10,10
3,20,10
"3. Incline Bench Press Smith machine"
"10 reps"
#,LBS,REPS
1,45,15
2,65,15
3,95,15
"4. Bench Press Barbell"
"10 reps"
#,LBS,REPS
1,25,12
2,25,15
3,30,12
"5. Bench Press Dumbbells"
"10 reps"
#,LBS,REPS
1,40,12
2,60,6
3,60,7

